,Hour,Energy Demand,Water Demand,Factor Wind,Wind Output,Wind Usage,Wind Over,Factor PV,PV Output,PV Usage,PV Over,Dam Output,Storage,Turbine Water,River,Valve,Water Balance,Installed Wind,Installed PV
0,0,7.59,3642.03,0.07,4.1,4.1,0.0,0.0,0.0,0.0,0.0,3.49,2968164.69,71721.7,76471.57,0.0,1107.84,56.85,51.64
1,1,7.84,2601.45,0.14,7.86,7.84,0.02,0.0,0.0,0.0,0.0,0.0,3042011.69,0.0,76448.45,0.0,73847.0,56.85,51.64
2,2,8.46,1977.1,0.08,4.53,4.53,0.0,0.0,0.0,0.0,0.0,3.94,3035560.55,80899.36,76425.32,0.0,-6451.14,56.85,51.64
3,3,9.46,1560.87,0.03,1.7,0.0,1.7,0.0,0.0,0.0,0.0,9.46,2916058.36,194343.51,76402.2,0.0,-119502.19,56.85,51.64
4,4,10.58,1977.1,0.03,1.43,0.0,1.43,0.0,0.0,0.0,0.0,10.58,2773101.91,217358.42,76379.07,0.0,-142956.45,56.85,51.64
5,5,11.33,3017.68,0.03,1.7,0.0,1.7,0.0,0.0,0.0,0.0,11.33,2613739.82,232700.35,76355.94,0.0,-159362.09,56.85,51.64
6,6,11.7,5775.22,0.03,1.97,0.0,1.97,0.13,6.58,6.58,0.0,5.12,2579156.01,105141.4,76332.82,0.0,-34583.8,56.85,51.64
7,7,12.2,7180.01,0.06,3.34,0.0,3.34,0.25,13.05,12.2,0.86,0.0,2648285.7,0.0,76309.69,0.0,69129.68,56.85,51.64
8,8,11.82,7544.21,0.09,4.95,0.0,4.95,0.36,18.6,11.82,6.78,0.0,2717028.05,0.0,76286.56,0.0,68742.35,56.85,51.64
9,9,11.7,7023.92,0.16,9.0,9.0,0.0,0.44,22.65,2.7,19.96,0.0,2786267.57,0.0,76263.44,0.0,69239.52,56.85,51.64
10,10,11.7,5983.34,0.28,16.07,0.0,16.07,0.48,24.59,11.7,12.89,0.0,2856524.54,0.0,76240.31,0.0,70256.97,56.85,51.64
11,11,12.57,5358.99,0.47,26.85,12.57,14.28,0.47,24.45,0.0,24.45,0.0,2927382.74,0.0,76217.18,0.0,70858.19,56.85,51.64
12,12,12.2,5150.87,0.6,33.87,0.0,33.87,0.43,22.22,12.2,10.02,0.0,2998425.92,0.0,76194.06,0.0,71043.18,56.85,51.64
13,13,11.33,5098.84,0.57,32.65,11.33,21.33,0.35,18.09,0.0,18.09,0.0,3069498.01,0.0,76170.93,0.0,71072.09,56.85,51.64
14,14,11.2,5046.82,0.38,21.57,11.2,10.37,0.24,12.43,0.0,12.43,0.0,3140599.0,0.0,76147.8,0.0,71100.99,56.85,51.64
15,15,11.2,4994.79,0.17,9.63,9.63,0.0,0.11,5.82,1.57,4.25,0.0,3211728.89,0.0,76124.68,0.0,71129.89,56.85,51.64
16,16,12.32,5463.05,0.08,4.53,4.53,0.0,0.01,0.52,0.0,0.52,7.8,3122197.43,160169.96,76101.55,0.0,-89531.46,56.85,51.64
17,17,13.44,6243.48,0.07,4.1,4.1,0.0,0.0,0.0,0.0,0.0,9.34,3000124.11,191908.26,76078.42,0.0,-122073.32,56.85,51.64
18,18,14.81,7284.06,0.06,3.34,0.0,3.34,0.0,0.0,0.0,0.0,14.81,2764593.97,304301.38,76055.3,0.0,-235530.15,56.85,51.64
19,19,14.31,7700.3,0.07,4.1,4.1,0.0,0.0,0.0,0.0,0.0,10.21,2623118.33,209807.52,76032.17,0.0,-141475.64,56.85,51.64
20,20,13.19,7388.12,0.1,5.8,0.0,5.8,0.0,0.0,0.0,0.0,13.19,2420681.06,271058.19,76009.05,0.0,-202437.26,56.85,51.64
21,21,11.82,6763.77,0.12,6.83,6.83,0.0,0.0,0.0,0.0,0.0,4.99,2387310.69,102592.52,75985.92,0.0,-33370.38,56.85,51.64
22,22,10.7,5723.19,0.11,6.31,6.31,0.0,0.0,0.0,0.0,0.0,4.39,2367380.19,90170.1,75962.79,0.0,-19930.5,56.85,51.64
23,23,7.97,4162.32,0.09,5.37,5.37,0.0,0.0,0.0,0.0,0.0,2.59,2385931.65,53225.88,75939.67,0.0,18551.46,56.85,51.64
24,24,7.72,3642.03,0.03,1.97,0.0,1.97,0.0,0.0,0.0,0.0,7.72,2299662.76,158543.4,75916.54,0.0,-86268.89,56.85,51.64
25,25,7.59,2601.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,2216968.45,155986.27,75893.41,0.0,-82694.31,56.85,51.64
26,26,7.59,1977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,2134875.36,155986.27,75870.29,0.0,-82093.09,56.85,51.64
27,27,7.97,1560.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97,2045504.01,163657.64,75847.16,0.0,-89371.35,56.85,51.64
28,28,8.71,1977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71,1940350.36,179000.58,75824.03,0.0,-105153.65,56.85,51.64
29,29,9.71,3017.68,0.0,0.0,0.0,0.0,0.02,0.82,0.0,0.82,9.71,1813675.82,199457.76,75800.91,0.0,-126674.53,56.85,51.64
30,30,10.83,5775.22,0.0,0.0,0.0,0.0,0.12,6.45,6.45,0.0,4.38,1793642.22,90036.17,75777.78,0.0,-20033.61,56.85,51.64
31,31,11.7,7180.01,0.02,1.16,0.0,1.16,0.25,12.86,11.7,1.17,0.0,1862216.86,0.0,75754.65,0.0,68574.65,56.85,51.64
32,32,11.95,7544.21,0.04,2.31,0.0,2.31,0.36,18.36,11.95,6.41,0.0,1930404.18,0.0,75731.53,0.0,68187.32,56.85,51.64
33,33,12.32,7023.92,0.09,4.95,0.0,4.95,0.44,22.6,12.32,10.28,0.0,1999088.67,0.0,75708.4,0.0,68684.48,56.85,51.64
34,34,11.95,5983.34,0.2,11.5,11.5,0.0,0.48,24.53,0.0,24.53,0.44,2059664.99,9125.61,75685.27,0.0,60576.33,56.85,51.64
35,35,11.7,5358.99,0.33,18.69,0.0,18.69,0.47,24.37,11.7,12.67,0.0,2129968.15,0.0,75662.15,0.0,70303.16,56.85,51.64
36,36,12.32,5150.87,0.45,25.72,0.0,25.72,0.43,22.14,12.32,9.82,0.0,2200456.3,0.0,75639.02,0.0,70488.15,56.85,51.64
37,37,12.69,5098.84,0.6,33.87,0.0,33.87,0.35,17.98,12.69,5.28,0.0,2270973.35,0.0,75615.89,0.0,70517.05,56.85,51.64
38,38,12.07,5046.82,0.64,36.29,0.0,36.29,0.23,12.1,12.07,0.03,0.0,2341519.3,0.0,75592.77,0.0,70545.95,56.85,51.64
39,39,11.08,4994.79,0.51,29.1,11.08,18.03,0.11,5.47,0.0,5.47,0.0,2412094.16,0.0,75569.64,0.0,70574.86,56.85,51.64
40,40,12.45,5463.05,0.34,19.56,12.45,7.11,0.01,0.49,0.0,0.49,0.0,2482177.63,0.0,75546.52,0.0,70083.47,56.85,51.64
41,41,14.69,6243.48,0.27,15.2,14.69,0.51,0.0,0.0,0.0,0.0,0.0,2551457.53,0.0,75523.39,0.0,69279.91,56.85,51.64
42,42,14.19,7284.06,0.25,14.46,14.19,0.27,0.0,0.0,0.0,0.0,0.0,2619673.73,0.0,75500.26,0.0,68216.2,56.85,51.64
43,43,13.44,7700.3,0.24,13.72,13.44,0.28,0.0,0.0,0.0,0.0,0.0,2687450.57,0.0,75477.14,0.0,67776.84,56.85,51.64
44,44,11.7,7388.12,0.24,13.72,11.7,2.02,0.0,0.0,0.0,0.0,0.0,2755516.46,0.0,75454.01,0.0,68065.89,56.85,51.64
45,45,10.58,6763.77,0.24,13.72,0.0,13.72,0.0,0.0,0.0,0.0,10.58,2606825.16,217358.42,75430.88,0.0,-148691.3,56.85,51.64
46,46,9.46,5723.19,0.23,12.98,9.46,3.52,0.0,0.0,0.0,0.0,0.0,2676509.72,0.0,75407.76,0.0,69684.56,56.85,51.64
47,47,7.97,4162.32,0.22,12.24,7.97,4.28,0.0,0.0,0.0,0.0,0.0,2747732.03,0.0,75384.63,0.0,71222.31,56.85,51.64
48,48,7.84,3642.03,0.05,2.65,0.0,2.65,0.0,0.0,0.0,0.0,7.84,2658350.98,161100.52,75361.5,0.0,-89381.05,56.85,51.64
49,49,7.97,2601.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97,2567430.27,163657.64,75338.38,0.0,-90920.72,56.85,51.64
50,50,7.97,1977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97,2477110.77,163657.64,75315.25,0.0,-90319.49,56.85,51.64
51,51,8.34,1560.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,2379513.02,171329.01,75292.12,0.0,-97597.76,56.85,51.64
52,52,8.84,1977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,2271247.21,181557.7,75269.0,0.0,-108265.81,56.85,51.64
53,53,9.33,3017.68,0.0,0.0,0.0,0.0,0.02,0.84,0.0,0.84,9.33,2151689.01,191786.39,75245.87,0.0,-119558.2,56.85,51.64
54,54,9.96,5775.22,0.03,1.97,1.97,0.0,0.13,6.5,6.5,0.0,1.49,2190616.07,30520.46,75222.74,0.0,38927.06,56.85,51.64
55,55,11.2,7180.01,0.08,4.53,0.0,4.53,0.25,13.0,11.2,1.8,0.0,2258635.68,0.0,75199.62,0.0,68019.61,56.85,51.64
56,56,12.2,7544.21,0.15,8.38,0.0,8.38,0.36,18.52,12.2,6.32,0.0,2326267.97,0.0,75176.49,0.0,67632.28,56.85,51.64
57,57,12.57,7023.92,0.24,13.72,12.57,1.15,0.44,22.68,0.0,22.68,0.0,2394397.41,0.0,75153.37,0.0,68129.45,56.85,51.64
58,58,11.95,5983.34,0.41,23.59,0.0,23.59,0.48,24.69,11.95,12.75,0.0,2463544.31,0.0,75130.24,0.0,69146.9,56.85,51.64
59,59,12.45,5358.99,0.64,36.29,0.0,36.29,0.48,24.56,12.45,12.11,0.0,2533292.44,0.0,75107.11,0.0,69748.12,56.85,51.64
60,60,12.82,5150.87,0.79,44.79,0.0,44.79,0.43,22.33,12.82,9.51,0.0,2603225.55,0.0,75083.99,0.0,69933.11,56.85,51.64
61,61,12.57,5098.84,0.71,40.1,0.0,40.1,0.35,18.22,12.57,5.65,0.0,2673187.56,0.0,75060.86,0.0,69962.02,56.85,51.64
62,62,12.32,5046.82,0.43,24.6,12.32,12.28,0.24,12.54,0.0,12.54,0.0,2743178.48,0.0,75037.73,0.0,69990.92,56.85,51.64
63,63,11.33,4994.79,0.23,12.98,11.33,1.66,0.12,5.96,0.0,5.96,0.0,2813198.3,0.0,75014.61,0.0,70019.82,56.85,51.64
64,64,12.45,5463.05,0.22,12.24,12.24,0.0,0.01,0.54,0.0,0.54,0.2,2878560.15,4166.59,74991.48,0.0,65361.85,56.85,51.64
65,65,14.06,6243.48,0.28,16.07,0.0,16.07,0.0,0.0,0.0,0.0,14.06,2658327.57,288957.45,74968.35,0.0,-220232.58,56.85,51.64
66,66,14.56,7284.06,0.34,19.56,14.56,5.0,0.0,0.0,0.0,0.0,0.0,2725988.74,0.0,74945.23,0.0,67661.16,56.85,51.64
67,67,13.07,7700.3,0.31,17.81,13.07,4.75,0.0,0.0,0.0,0.0,0.0,2793210.54,0.0,74922.1,0.0,67221.81,56.85,51.64
68,68,11.82,7388.12,0.23,12.98,11.82,1.16,0.0,0.0,0.0,0.0,0.0,2860721.39,0.0,74898.97,0.0,67510.85,56.85,51.64
69,69,10.7,6763.77,0.18,10.25,10.25,0.0,0.0,0.0,0.0,0.0,0.45,2919579.17,9254.3,74875.85,0.0,58857.77,56.85,51.64
70,70,9.33,5723.19,0.16,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.33,2981883.83,6824.87,74852.72,0.0,62304.66,56.85,51.64
71,71,8.21,4162.32,0.15,8.38,8.21,0.16,0.0,0.0,0.0,0.0,0.0,3052551.1,0.0,74829.59,0.0,70667.27,56.85,51.64
72,72,8.09,3642.03,0.07,4.1,0.0,4.1,0.0,0.0,0.0,0.0,8.09,2957500.77,166214.76,74806.47,0.0,-95050.33,56.85,51.64
73,73,7.97,2601.45,0.09,5.37,0.0,5.37,0.0,0.0,0.0,0.0,7.97,2866025.02,163657.64,74783.34,0.0,-91475.75,56.85,51.64
74,74,8.09,1977.1,0.03,1.7,0.0,1.7,0.0,0.0,0.0,0.0,8.09,2772593.37,166214.76,74760.22,0.0,-93431.65,56.85,51.64
75,75,8.21,1560.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,2676997.7,168771.89,74737.09,0.0,-95595.67,56.85,51.64
76,76,8.84,1977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,2568176.85,181557.7,74713.96,0.0,-108820.84,56.85,51.64
77,77,9.33,3017.68,0.0,0.0,0.0,0.0,0.02,0.87,0.0,0.87,9.33,2448063.62,191786.39,74690.84,0.0,-120113.24,56.85,51.64
78,78,10.33,5775.22,0.03,1.97,1.97,0.0,0.13,6.53,6.53,0.0,1.83,2479322.48,37633.62,74667.71,0.0,31258.86,56.85,51.64
79,79,11.45,7180.01,0.09,4.95,0.0,4.95,0.25,13.0,11.45,1.55,0.0,2546787.06,0.0,74644.58,0.0,67464.58,56.85,51.64
80,80,12.45,7544.21,0.16,9.0,0.0,9.0,0.36,18.49,12.45,6.05,0.0,2613864.31,0.0,74621.46,0.0,67077.25,56.85,51.64
81,81,12.69,7023.92,0.3,16.94,0.0,16.94,0.44,22.76,12.69,10.07,0.0,2681438.72,0.0,74598.33,0.0,67574.41,56.85,51.64
82,82,12.2,5983.34,0.55,31.44,0.0,31.44,0.48,24.67,12.2,12.47,0.0,2750030.58,0.0,74575.2,0.0,68591.87,56.85,51.64
83,83,11.95,5358.99,0.81,45.86,0.0,45.86,0.47,24.48,11.95,12.53,0.0,2819223.67,0.0,74552.08,0.0,69193.09,56.85,51.64
84,84,12.94,5150.87,0.83,46.93,0.0,46.93,0.43,22.19,12.94,9.25,0.0,2888601.75,0.0,74528.95,0.0,69378.08,56.85,51.64
85,85,12.69,5098.84,0.57,32.65,12.69,19.96,0.35,18.03,0.0,18.03,0.0,2958008.73,0.0,74505.82,0.0,69406.98,56.85,51.64
86,86,12.2,5046.82,0.38,21.57,12.2,9.38,0.24,12.35,0.0,12.35,0.0,3027444.61,0.0,74482.7,0.0,69435.88,56.85,51.64
87,87,11.7,4994.79,0.28,16.07,11.7,4.37,0.11,5.74,0.0,5.74,0.0,3096909.39,0.0,74459.57,0.0,69464.78,56.85,51.64
88,88,12.82,5463.05,0.27,15.2,12.82,2.38,0.01,0.54,0.0,0.54,0.0,3165882.79,0.0,74436.44,0.0,68973.4,56.85,51.64
89,89,14.69,6243.48,0.31,17.81,14.69,3.13,0.0,0.0,0.0,0.0,0.0,3234052.63,0.0,74413.32,0.0,68169.84,56.85,51.64
90,90,14.31,7284.06,0.23,12.98,12.98,0.0,0.0,0.0,0.0,0.0,1.33,3273820.64,27338.11,74390.19,0.0,39768.02,56.85,51.64
91,91,13.57,7700.3,0.14,7.86,7.86,0.0,0.0,0.0,0.0,0.0,5.7,3223277.34,117210.07,74367.06,0.0,-50543.31,56.85,51.64
92,92,12.45,7388.12,0.09,5.37,0.0,5.37,0.0,0.0,0.0,0.0,12.45,3034518.9,255714.25,74343.94,0.0,-188758.44,56.85,51.64
93,93,11.33,6763.77,0.07,4.1,4.1,0.0,0.0,0.0,0.0,0.0,7.22,2953640.16,148435.78,74320.81,0.0,-80878.74,56.85,51.64
94,94,9.21,5723.19,0.08,4.53,0.0,4.53,0.0,0.0,0.0,0.0,9.21,2832985.59,189229.07,74297.69,0.0,-120654.57,56.85,51.64
95,95,8.71,4162.32,0.06,3.34,0.0,3.34,0.0,0.0,0.0,0.0,8.71,2724097.25,179000.58,74274.56,0.0,-108888.34,56.85,51.64
96,96,8.09,3642.03,0.07,4.1,4.1,0.0,0.0,0.0,0.0,0.0,3.99,2712756.46,81950.19,74251.43,0.0,-11340.79,56.85,51.64
97,97,8.09,2601.45,0.15,8.38,8.09,0.29,0.0,0.0,0.0,0.0,0.0,2784383.31,0.0,74228.31,0.0,71626.85,56.85,51.64
98,98,7.97,1977.1,0.08,4.53,4.53,0.0,0.0,0.0,0.0,0.0,3.44,2785940.72,70670.67,74205.18,0.0,1557.4,56.85,51.64
99,99,8.21,1560.87,0.03,1.43,0.0,1.43,0.0,0.0,0.0,0.0,8.21,2689790.01,168771.89,74182.05,0.0,-96150.71,56.85,51.64
100,100,8.46,1977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,2588085.5,173886.33,74158.93,0.0,-101704.51,56.85,51.64
101,101,9.58,3017.68,0.0,0.0,0.0,0.0,0.02,0.9,0.0,0.9,9.58,2462302.99,196900.64,74135.8,0.0,-125782.52,56.85,51.64
102,102,9.96,5775.22,0.0,0.0,0.0,0.0,0.13,6.77,6.77,0.0,3.18,2465211.19,65429.25,74112.67,0.0,2908.21,56.85,51.64
103,103,11.2,7180.01,0.0,0.0,0.0,0.0,0.26,13.27,11.2,2.07,0.0,2532120.73,0.0,74089.55,0.0,66909.54,56.85,51.64
104,104,12.32,7544.21,0.02,1.16,0.0,1.16,0.36,18.82,12.32,6.5,0.0,2598642.95,0.0,74066.42,0.0,66522.21,56.85,51.64
105,105,12.69,7023.92,0.09,4.95,0.0,4.95,0.44,22.6,12.69,9.91,0.0,2665662.32,0.0,74043.29,0.0,67019.38,56.85,51.64
106,106,12.94,5983.34,0.23,12.98,0.0,12.98,0.48,24.53,12.94,11.59,0.0,2733699.15,0.0,74020.17,0.0,68036.83,56.85,51.64
107,107,12.69,5358.99,0.36,20.57,0.0,20.57,0.47,24.37,12.69,11.67,0.0,2802337.2,0.0,73997.04,0.0,68638.05,56.85,51.64
108,108,12.45,5150.87,0.25,14.46,0.0,14.46,0.43,22.08,12.45,9.64,0.0,2871160.24,0.0,73973.91,0.0,68823.04,56.85,51.64
109,109,12.94,5098.84,0.08,4.53,0.0,4.53,0.35,17.87,12.94,4.92,0.0,2940012.19,0.0,73950.79,0.0,68851.94,56.85,51.64
110,110,12.57,5046.82,0.0,0.0,0.0,0.0,0.23,12.13,12.13,0.0,0.44,2999848.69,9044.34,73927.66,0.0,59836.5,56.85,51.64
111,111,11.33,4994.79,0.04,2.31,2.31,0.0,0.11,5.55,5.55,0.0,3.47,2997560.31,71198.13,73904.54,0.0,-2288.38,56.85,51.64
112,112,11.7,5463.05,0.1,5.8,5.8,0.0,0.01,0.52,0.52,0.0,5.38,2955377.81,110600.86,73881.41,0.0,-42182.5,56.85,51.64
113,113,13.57,6243.48,0.16,9.0,9.0,0.0,0.0,0.0,0.0,0.0,4.56,2929223.98,93768.64,73858.28,0.0,-26153.84,56.85,51.64
114,114,14.44,7284.06,0.23,12.98,12.98,0.0,0.0,0.0,0.0,0.0,1.45,2965879.64,29895.43,73835.16,0.0,36655.66,56.85,51.64
115,115,13.44,7700.3,0.27,15.2,0.0,15.2,0.0,0.0,0.0,0.0,13.44,2755818.54,276172.83,73812.03,0.0,-210061.1,56.85,51.64
116,116,12.32,7388.12,0.3,16.94,12.32,4.62,0.0,0.0,0.0,0.0,0.0,2822219.32,0.0,73788.9,0.0,66400.78,56.85,51.64
117,117,11.2,6763.77,0.28,16.07,11.2,4.87,0.0,0.0,0.0,0.0,0.0,2889221.32,0.0,73765.78,0.0,67002.0,56.85,51.64
118,118,10.08,5723.19,0.27,15.2,10.08,5.12,0.0,0.0,0.0,0.0,0.0,2957240.78,0.0,73742.65,0.0,68019.46,56.85,51.64
119,119,8.96,4162.32,0.25,14.46,8.96,5.5,0.0,0.0,0.0,0.0,0.0,3026797.98,0.0,73719.52,0.0,69557.2,56.85,51.64
120,120,8.09,3642.03,0.11,6.31,6.31,0.0,0.0,0.0,0.0,0.0,1.77,3060383.22,36469.13,73696.4,0.0,33585.24,56.85,51.64
121,121,7.97,2601.45,0.09,5.37,0.0,5.37,0.0,0.0,0.0,0.0,7.97,2967797.4,163657.64,73673.27,0.0,-92585.82,56.85,51.64
122,122,8.09,1977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,2873255.67,166214.76,73650.14,0.0,-94541.72,56.85,51.64
123,123,8.21,1560.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,2776549.93,168771.89,73627.02,0.0,-96705.74,56.85,51.64
124,124,8.34,1977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,2676847.71,171329.01,73603.89,0.0,-99702.22,56.85,51.64
125,125,8.59,3017.68,0.0,0.0,0.0,0.0,0.02,0.79,0.0,0.79,8.59,2570967.33,176443.46,73580.76,0.0,-105880.37,56.85,51.64
126,126,9.83,5775.22,0.0,0.0,0.0,0.0,0.12,6.04,6.04,0.0,3.79,2560790.08,77959.67,73557.64,0.0,-10177.25,56.85,51.64
127,127,10.83,7180.01,0.02,0.89,0.0,0.89,0.24,12.46,10.83,1.63,0.0,2627144.59,0.0,73534.51,0.0,66354.51,56.85,51.64
128,128,10.95,7544.21,0.05,2.99,0.0,2.99,0.35,18.0,10.95,7.05,0.0,2693111.76,0.0,73511.38,0.0,65967.18,56.85,51.64
129,129,10.95,7023.92,0.12,6.83,0.0,6.83,0.45,23.01,10.95,12.06,0.0,2759576.1,0.0,73488.26,0.0,66464.34,56.85,51.64
130,130,10.33,5983.34,0.23,12.98,10.33,2.65,0.48,24.91,0.0,24.91,0.0,2827057.9,0.0,73465.13,0.0,67481.79,56.85,51.64
131,131,10.58,5358.99,0.33,18.69,0.0,18.69,0.48,24.75,10.58,14.17,0.0,2895140.91,0.0,73442.01,0.0,68083.02,56.85,51.64
132,132,11.08,5150.87,0.3,16.94,0.0,16.94,0.44,22.46,11.08,11.39,0.0,2963408.92,0.0,73418.88,0.0,68268.01,56.85,51.64
133,133,11.08,5098.84,0.11,6.31,0.0,6.31,0.35,18.28,11.08,7.2,0.0,3031705.83,0.0,73395.75,0.0,68296.91,56.85,51.64
134,134,10.7,5046.82,0.0,0.0,0.0,0.0,0.24,12.51,0.0,12.51,10.7,2880115.9,219915.74,73372.63,0.0,-151589.93,56.85,51.64
135,135,9.96,4994.79,0.05,2.65,2.65,0.0,0.11,5.85,5.85,0.0,1.46,2918556.96,29913.66,73349.5,0.0,38441.06,56.85,51.64
136,136,10.33,5463.05,0.13,7.35,7.35,0.0,0.01,0.54,0.0,0.54,2.98,2925105.11,61315.17,73326.37,0.0,6548.16,56.85,51.64
137,137,11.45,6243.48,0.33,18.69,11.45,7.24,0.0,0.0,0.0,0.0,0.0,2992164.88,0.0,73303.25,0.0,67059.76,56.85,51.64
138,138,12.45,7284.06,0.49,27.98,12.45,15.53,0.0,0.0,0.0,0.0,0.0,3058160.94,0.0,73280.12,0.0,65996.06,56.85,51.64
139,139,13.32,7700.3,0.47,26.85,13.32,13.53,0.0,0.0,0.0,0.0,0.0,3123717.63,0.0,73256.99,0.0,65556.7,56.85,51.64
140,140,13.07,7388.12,0.38,21.57,0.0,21.57,0.0,0.0,0.0,0.0,13.07,2921062.51,268500.87,73233.87,0.0,-202655.12,56.85,51.64
141,141,11.2,6763.77,0.27,15.2,11.2,4.0,0.0,0.0,0.0,0.0,0.0,2987509.48,0.0,73210.74,0.0,66446.97,56.85,51.64
142,142,10.08,5723.19,0.2,11.5,10.08,1.42,0.0,0.0,0.0,0.0,0.0,3054973.9,0.0,73187.61,0.0,67464.42,56.85,51.64
143,143,8.96,4162.32,0.16,9.0,8.96,0.04,0.0,0.0,0.0,0.0,0.0,3123976.07,0.0,73164.49,0.0,69002.17,56.85,51.64
144,144,8.34,3642.03,0.07,4.1,0.0,4.1,0.0,0.0,0.0,0.0,8.34,3022146.39,171329.01,73141.36,0.0,-101829.68,56.85,51.64
145,145,8.21,2601.45,0.08,4.53,0.0,4.53,0.0,0.0,0.0,0.0,8.21,2923891.28,168771.89,73118.23,0.0,-98255.1,56.85,51.64
146,146,8.09,1977.1,0.03,1.43,0.0,1.43,0.0,0.0,0.0,0.0,8.09,2828794.52,166214.76,73095.11,0.0,-95096.76,56.85,51.64
147,147,8.09,1560.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,2734090.87,166214.76,73071.98,0.0,-94703.65,56.85,51.64
148,148,8.21,1977.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,2636390.73,168771.89,73048.86,0.0,-97700.14,56.85,51.64
149,149,8.21,3017.68,0.0,0.0,0.0,0.0,0.02,0.9,0.0,0.9,8.21,2537626.89,168771.89,73025.73,0.0,-98763.84,56.85,51.64
150,150,8.34,5775.22,0.02,0.89,0.0,0.89,0.13,6.83,6.83,0.0,1.51,2573785.43,31068.84,73002.6,0.0,36158.54,56.85,51.64
151,151,8.84,7180.01,0.04,2.31,0.0,2.31,0.26,13.49,8.84,4.65,0.0,2639584.9,0.0,72979.48,0.0,65799.47,56.85,51.64
152,152,8.84,7544.21,0.07,4.1,4.1,0.0,0.37,19.15,4.74,14.41,0.0,2704997.04,0.0,72956.35,0.0,65412.14,56.85,51.64
153,153,8.96,7023.92,0.1,5.8,0.0,5.8,0.45,23.2,8.96,14.24,0.0,2770906.35,0.0,72933.22,0.0,65909.3,56.85,51.64
154,154,8.71,5983.34,0.12,6.83,0.0,6.83,0.49,25.05,8.71,16.34,0.0,2837833.11,0.0,72910.1,0.0,66926.76,56.85,51.64
155,155,8.46,5358.99,0.11,6.31,0.0,6.31,0.47,24.31,8.46,15.85,0.0,2905361.09,0.0,72886.97,0.0,67527.98,56.85,51.64
156,156,8.34,5150.87,0.04,2.31,0.0,2.31,0.41,21.24,8.34,12.9,0.0,2973074.06,0.0,72863.84,0.0,67712.97,56.85,51.64
157,157,8.71,5098.84,0.0,0.0,0.0,0.0,0.32,16.29,8.71,7.58,0.0,3040815.93,0.0,72840.72,0.0,67741.87,56.85,51.64
158,158,8.84,5046.82,0.0,0.0,0.0,0.0,0.21,10.63,0.0,10.63,8.84,2927029.01,181557.7,72817.59,0.0,-113786.92,56.85,51.64
159,159,9.21,4994.79,0.13,7.35,7.35,0.0,0.1,4.98,0.0,4.98,1.86,2956528.22,38300.47,72794.46,0.0,29499.21,56.85,51.64
160,160,9.58,5463.05,0.33,18.69,9.58,9.1,0.01,0.52,0.0,0.52,0.0,3023836.51,0.0,72771.34,0.0,67308.29,56.85,51.64
161,161,12.69,6243.48,0.36,20.57,12.69,7.87,0.0,0.0,0.0,0.0,0.0,3090341.23,0.0,72748.21,0.0,66504.73,56.85,51.64
162,162,13.44,7284.06,0.36,20.57,13.44,7.12,0.0,0.0,0.0,0.0,0.0,3155782.26,0.0,72725.08,0.0,65441.02,56.85,51.64
163,163,12.94,7700.3,0.34,19.56,12.94,6.61,0.0,0.0,0.0,0.0,0.0,3220783.92,0.0,72701.96,0.0,65001.66,56.85,51.64
164,164,11.82,7388.12,0.3,16.94,11.82,5.12,0.0,0.0,0.0,0.0,0.0,3286074.63,0.0,72678.83,0.0,65290.71,56.85,51.64
165,165,10.83,6763.77,0.22,12.24,10.83,1.42,0.0,0.0,0.0,0.0,0.0,3351966.56,0.0,72655.7,0.0,65891.93,56.85,51.64
166,166,9.46,5723.19,0.17,9.63,9.46,0.17,0.0,0.0,0.0,0.0,0.0,3418875.95,0.0,72632.58,0.0,66909.39,56.85,51.64
167,167,8.34,4162.32,0.18,10.25,0.0,10.25,0.0,0.0,0.0,0.0,8.34,3315994.07,171329.01,72609.45,0.0,-102881.88,56.85,51.64
168,168,7.59,3642.03,0.07,4.1,0.0,4.1,0.0,0.0,0.0,0.0,7.59,3228952.09,155986.27,72586.33,0.0,-87041.98,56.85,51.64
