hours,riverflow,demand,windspeed,windspeed hub height,Power,windfactor,direct,diffuse,temperature,Irradiance,panel_efficiency,efficiency,area_usage,performance_ratio,kW/m²,PV_factor
196,1529431.498,8.19145E-05,5.959,7,1298,0.0002402164,0,0,18.114,0,0.95,0.21,0.33,0.85,0,0
197,1529431.498,8.9594E-05,5.106,6,802,0.0001484234,0,0,17.659,0,0.95,0.21,0.33,0.85,0,0
198,1529431.498,9.98333E-05,3.995,4.7,360.4,6.6698E-05,0,0,17.179,0,0.95,0.21,0.33,0.85,0,0
199,1529431.498,0.000111353,3.046,3.6,122,2.25781E-05,0.015,0.021,16.997,0.036,0.95,0.21,0.33,0.85,0.00237006,9.9172160391135E-06
200,1529431.498,0.000120312,2.536,3,33,6.1072E-06,0.162,0.104,19.449,0.266,0.95,0.21,0.33,0.85,0.01751211,7.32779341132199E-05
201,1529431.498,0.000122872,2.5,2.9,0,0,0.365,0.145,22.039,0.51,0.95,0.21,0.33,0.85,0.03357585,0.000140505583168
202,1529431.498,0.000126711,2.685,3.1,47.2,8.7351E-06,0.545,0.169,24.686,0.714,0.95,0.21,0.33,0.85,0.04700619,0.000196735458866
203,1529431.498,0.000122872,3.114,3.6,122,2.25781E-05,0.675,0.185,27.048,0.86,0.95,0.21,0.33,0.85,0.0566181,0.000237010906636
204,1529431.498,0.000120312,3.981,4.7,360.4,6.6698E-05,0.736,0.194,28.969,0.93,0.95,0.21,0.33,0.85,0.06122655,0.000256363252946
205,1529431.498,0.000126711,4.494,5.3,541,0.000100121,0.725,0.196,30.374,0.921,0.95,0.21,0.33,0.85,0.060634035,0.000253947421027
206,1529431.498,0.000130551,3.579,4.2,238.8,4.41939E-05,0.643,0.191,31.044,0.834,0.95,0.21,0.33,0.85,0.05490639,0.000230017314733
207,1529431.498,0.000124152,2.871,3.4,89.8,1.6619E-05,0.493,0.18,30.917,0.673,0.95,0.21,0.33,0.85,0.044306955,0.000185656196724
208,1529431.498,0.000113912,4.612,5.4,574,0.0001062282,0.3,0.156,30.316,0.456,0.95,0.21,0.33,0.85,0.03002076,0.000125817156218
209,1529431.498,0.000127991,5.806,6.8,1191.6,0.0002205253,0.095,0.107,29.359,0.202,0.95,0.21,0.33,0.85,0.01329867,5.57418061614564E-05
210,1529431.498,0.00015103,6.05,7.1,1357.4,0.0002512094,0.005,0.013,25.97,0.018,0.95,0.21,0.33,0.85,0.00118503,4.96736852824321E-06
211,1529431.498,0.00014591,5.64,6.6,1085.2,0.0002008343,0,0,24.386,0,0.95,0.21,0.33,0.85,0,0
212,1529431.498,0.000138231,5.023,5.9,763,0.0001412058,0,0,24.31,0,0.95,0.21,0.33,0.85,0,0
213,1529431.498,0.000120312,4.517,5.3,541,0.000100121,0,0,24.06,0,0.95,0.21,0.33,0.85,0,0
214,1529431.498,0.000108793,3.997,4.7,360.4,6.6698E-05,0,0,23.045,0,0.95,0.21,0.33,0.85,0,0
215,1529431.498,9.72735E-05,3.446,4,194,3.59029E-05,0,0,21.469,0,0.95,0.21,0.33,0.85,0,0
216,1529431.498,8.19145E-05,3.137,3.7,140,2.59093E-05,0,0,20.781,0,0.95,0.21,0.33,0.85,0,0
217,1529431.498,8.06346E-05,3.104,3.6,122,2.25781E-05,0,0,20.414,0,0.95,0.21,0.33,0.85,0,0
218,1529431.498,8.19145E-05,3.739,4.4,283.6,5.24849E-05,0,0,20.143,0,0.95,0.21,0.33,0.85,0,0
219,1529431.498,8.19145E-05,5.682,6.6,1085.2,0.0002008343,0,0,19.903,0,0.95,0.21,0.33,0.85,0,0
220,1529431.498,8.57542E-05,6.523,7.6,1659,0.0003070255,0,0,19.675,0,0.95,0.21,0.33,0.85,0,0
221,1529431.498,9.08739E-05,5.956,7,1298,0.0002402164,0,0,19.538,0,0.95,0.21,0.33,0.85,0,0
222,1529431.498,9.59936E-05,4.895,5.7,685,0.0001267706,0,0,19.398,0,0.95,0.21,0.33,0.85,0,0
223,1529431.498,0.000102393,3.925,4.6,333.2,6.16642E-05,0.009,0.021,19.384,0.03,0.95,0.21,0.33,0.85,0.00197505,8.2789886718598E-06
224,1529431.498,0.000115192,3.201,3.7,140,2.59093E-05,0.121,0.118,21.405,0.239,0.95,0.21,0.33,0.85,0.015734565,6.59564891388428E-05
225,1529431.498,0.000125432,2.675,3.1,47.2,8.7351E-06,0.328,0.163,23.997,0.491,0.95,0.21,0.33,0.85,0.032324985,0.000135509507468
226,1529431.498,0.000129271,2.25,2.6,0,0,0.513,0.187,26.39,0.7,0.95,0.21,0.33,0.85,0.0460845,0.000193216926576
227,1529431.498,0.000122872,1.952,2.3,0,0,0.642,0.203,28.361,0.845,0.95,0.21,0.33,0.85,0.055630575,0.000233285507504
228,1529431.498,0.000127991,1.851,2.2,0,0,0.7,0.214,29.964,0.914,0.95,0.21,0.33,0.85,0.06017319,0.000252393736438
229,1529431.498,0.000131831,2.385,2.8,0,0,0.618,0.244,31.025,0.862,0.95,0.21,0.33,0.85,0.05674977,0.000238094448919
230,1529431.498,0.000129271,2.646,3.1,47.2,8.7351E-06,0.474,0.263,31.483,0.737,0.95,0.21,0.33,0.85,0.048520395,0.000203616471661
231,1529431.498,0.000126711,3.51,4.1,216.4,4.00484E-05,0.332,0.246,31.372,0.578,0.95,0.21,0.33,0.85,0.03805263,0.000159720880852
232,1529431.498,0.000116472,4.673,5.5,607,0.0001123354,0.153,0.206,30.674,0.359,0.95,0.21,0.33,0.85,0.023634765,9.92196471484025E-05
233,1529431.498,0.000127991,5.932,6.9,1244.8,0.0002303709,0.051,0.114,30.182,0.165,0.95,0.21,0.33,0.85,0.010862775,4.56068698871935E-05
234,1529431.498,0.00014463,7.14,8.3,2116,0.0003916009,0.004,0.013,27.8,0.017,0.95,0.21,0.33,0.85,0.001119195,4.69910393616295E-06
235,1529431.498,0.00014975,6.999,8.2,2049,0.0003792014,0,0,26.344,0,0.95,0.21,0.33,0.85,0,0
236,1529431.498,0.000134391,6.253,7.3,1476.2,0.0002731953,0,0,25.616,0,0.95,0.21,0.33,0.85,0,0
237,1529431.498,0.000121592,5.809,6.8,1191.6,0.0002205253,0,0,25.028,0,0.95,0.21,0.33,0.85,0,0
238,1529431.498,0.000110073,5.483,6.4,986,0.0001824756,0,0,24.226,0,0.95,0.21,0.33,0.85,0,0
239,1529431.498,9.59936E-05,5.128,6,802,0.0001484234,0,0,23.125,0,0.95,0.21,0.33,0.85,0,0
240,1529431.498,8.44743E-05,4.857,5.7,685,0.0001267706,0,0,22.317,0,0.95,0.21,0.33,0.85,0,0
241,1529431.498,8.31944E-05,4.558,5.3,541,0.000100121,0,0,21.569,0,0.95,0.21,0.33,0.85,0,0
242,1529431.498,8.19145E-05,4.238,5,442,8.17994E-05,0,0,20.867,0,0.95,0.21,0.33,0.85,0,0
243,1529431.498,8.31944E-05,5.845,6.8,1191.6,0.0002205253,0,0,20.329,0,0.95,0.21,0.33,0.85,0,0
244,1529431.498,8.44743E-05,5.603,6.6,1085.2,0.0002008343,0,0,19.894,0,0.95,0.21,0.33,0.85,0,0
245,1529431.498,9.08739E-05,4.881,5.7,685,0.0001267706,0,0,19.492,0,0.95,0.21,0.33,0.85,0,0
246,1529431.498,9.59936E-05,4.002,4.7,360.4,6.6698E-05,0,0,19.099,0,0.95,0.21,0.33,0.85,0,0
247,1529431.498,0.000106233,3.197,3.7,140,2.59093E-05,0.014,0.022,19.156,0.036,0.95,0.21,0.33,0.85,0.00237006,9.95109039072956E-06
248,1529431.498,0.000117752,2.728,3.2,61.4,1.13631E-05,0.146,0.11,21.308,0.256,0.95,0.21,0.33,0.85,0.01685376,7.0764013624284E-05
249,1529431.498,0.000127991,2.698,3.2,61.4,1.13631E-05,0.328,0.16,23.764,0.488,0.95,0.21,0.33,0.85,0.03212748,0.000134903447281
250,1529431.498,0.000130551,3.175,3.7,140,2.59093E-05,0.5,0.188,26.089,0.688,0.95,0.21,0.33,0.85,0.04529448,0.00019021740633
251,1529431.498,0.000125432,4.136,4.8,387.6,7.17318E-05,0.628,0.204,28.154,0.832,0.95,0.21,0.33,0.85,0.05477472,0.000230074115943
252,1529431.498,0.000122872,5.586,6.5,1032,0.0001909887,0.698,0.211,29.855,0.909,0.95,0.21,0.33,0.85,0.059844015,0.00025142487928
253,1529431.498,0.000133111,6.607,7.7,1723,0.0003188697,0.694,0.21,31.084,0.904,0.95,0.21,0.33,0.85,0.05951484,0.000250104786712
254,1529431.498,0.000130551,6.336,7.4,1535.6,0.0002841882,0.62,0.202,31.733,0.822,0.95,0.21,0.33,0.85,0.05411637,0.000227475183205
255,1529431.498,0.000125432,4.985,5.8,724,0.0001339882,0.472,0.19,31.683,0.662,0.95,0.21,0.33,0.85,0.04358277,0.000183239457711
256,1529431.498,0.000120312,4.967,5.8,724,0.0001339882,0.286,0.163,30.972,0.449,0.95,0.21,0.33,0.85,0.029559915,0.000124304524491
257,1529431.498,0.000131831,5.666,6.6,1085.2,0.0002008343,0.103,0.107,29.654,0.21,0.95,0.21,0.33,0.85,0.01382535,5.81452013042245E-05
258,1529431.498,0.00015103,5.747,6.7,1138.4,0.0002106798,0.007,0.014,26.359,0.021,0.95,0.21,0.33,0.85,0.001382535,5.81485823652517E-06
259,1529431.498,0.00014719,5.823,6.8,1191.6,0.0002205253,0,0,24.718,0,0.95,0.21,0.33,0.85,0,0
260,1529431.498,0.000139511,5.576,6.5,1032,0.0001909887,0,0,23.95,0,0.95,0.21,0.33,0.85,0,0
261,1529431.498,0.000127991,5.102,6,802,0.0001484234,0,0,23.585,0,0.95,0.21,0.33,0.85,0,0
262,1529431.498,0.000116472,4.559,5.3,541,0.000100121,0,0,23.377,0,0.95,0.21,0.33,0.85,0,0
263,1529431.498,9.47136E-05,4.72,5.5,607,0.0001123354,0,0,22.71,0,0.95,0.21,0.33,0.85,0,0
264,1529431.498,8.9594E-05,4.861,5.7,685,0.0001267706,0,0,21.964,0,0.95,0.21,0.33,0.85,0,0
265,1529431.498,8.31944E-05,5.69,6.7,1138.4,0.0002106798,0,0,21.3,0,0.95,0.21,0.33,0.85,0,0
266,1529431.498,8.31944E-05,4.646,5.4,574,0.0001062282,0,0,20.791,0,0.95,0.21,0.33,0.85,0,0
267,1529431.498,8.19145E-05,5.719,6.7,1138.4,0.0002106798,0,0,20.451,0,0.95,0.21,0.33,0.85,0,0
268,1529431.498,8.44743E-05,5.444,6.4,986,0.0001824756,0,0,20.244,0,0.95,0.21,0.33,0.85,0,0
269,1529431.498,8.70342E-05,4.598,5.4,574,0.0001062282,0,0,19.927,0,0.95,0.21,0.33,0.85,0,0
270,1529431.498,9.85534E-05,3.569,4.2,238.8,4.41939E-05,0,0,19.64,0,0.95,0.21,0.33,0.85,0,0
271,1529431.498,0.000102393,2.88,3.4,89.8,1.6619E-05,0.012,0.022,19.66,0.034,0.95,0.21,0.33,0.85,0.00223839,9.41458712743502E-06
272,1529431.498,0.000115192,2.84,3.3,75.6,1.3991E-05,0.144,0.111,22.072,0.255,0.95,0.21,0.33,0.85,0.016787925,7.0610068220402E-05
273,1529431.498,0.000126711,3.207,3.7,140,2.59093E-05,0.363,0.148,24.457,0.511,0.95,0.21,0.33,0.85,0.033641685,0.00014150703049
274,1529431.498,0.000130551,3.58,4.2,238.8,4.41939E-05,0.539,0.174,26.653,0.713,0.95,0.21,0.33,0.85,0.046940355,0.000197473174252
275,1529431.498,0.000133111,4.068,4.8,387.6,7.17318E-05,0.663,0.191,28.595,0.854,0.95,0.21,0.33,0.85,0.05622309,0.000236571388048
276,1529431.498,0.000130551,4.547,5.3,541,0.000100121,0.721,0.202,30.195,0.923,0.95,0.21,0.33,0.85,0.060765705,0.000255745971932
277,1529431.498,0.000127991,5.449,6.4,986,0.0001824756,0.709,0.205,31.311,0.914,0.95,0.21,0.33,0.85,0.06017319,0.000253317025703
278,1529431.498,0.000133111,6.638,7.8,1787,0.000330714,0.63,0.199,31.788,0.829,0.95,0.21,0.33,0.85,0.054577215,0.000229817313255
279,1529431.498,0.000129271,7.634,8.9,2476.4,0.0004582989,0.48,0.187,31.595,0.667,0.95,0.21,0.33,0.85,0.043911945,0.000184949800132
280,1529431.498,0.000116472,8.14,9.5,2740,0.0005070824,0.228,0.183,30.737,0.411,0.95,0.21,0.33,0.85,0.027058185,0.00011398565112
281,1529431.498,0.000120312,8.197,9.6,2768.2,0.0005123013,0.07,0.112,29.467,0.182,0.95,0.21,0.33,0.85,0.01198197,5.04811519466031E-05
282,1529431.498,0.000139511,7.963,9.3,2657.2,0.0004917589,0.006,0.014,26.623,0.02,0.95,0.21,0.33,0.85,0.0013167,5.54765938702802E-06
283,1529431.498,0.00014847,7.295,8.5,2250,0.0004163998,0,0,24.966,0,0.95,0.21,0.33,0.85,0,0
284,1529431.498,0.000138231,6.59,7.7,1723,0.0003188697,0,0,24.026,0,0.95,0.21,0.33,0.85,0,0
285,1529431.498,0.000126711,6.485,7.6,1659,0.0003070255,0,0,23.542,0,0.95,0.21,0.33,0.85,0,0
286,1529431.498,0.000115192,6.289,7.4,1535.6,0.0002841882,0,0,23.245,0,0.95,0.21,0.33,0.85,0,0
287,1529431.498,0.000103673,4.606,5.4,574,0.0001062282,0,0,22.814,0,0.95,0.21,0.33,0.85,0,0
288,1529431.498,9.21538E-05,3.45,4,194,3.59029E-05,0,0,22.377,0,0.95,0.21,0.33,0.85,0,0
289,1529431.498,8.31944E-05,3.19,3.7,140,2.59093E-05,0,0,21.745,0,0.95,0.21,0.33,0.85,0,0
290,1529431.498,8.19145E-05,3.708,4.3,261.2,4.83394E-05,0,0,20.971,0,0.95,0.21,0.33,0.85,0,0
291,1529431.498,8.31944E-05,5.435,6.4,986,0.0001824756,0,0,20.325,0,0.95,0.21,0.33,0.85,0,0
292,1529431.498,8.44743E-05,5.95,7,1298,0.0002402164,0,0,19.765,0,0.95,0.21,0.33,0.85,0,0
293,1529431.498,8.57542E-05,5.763,6.7,1138.4,0.0002106798,0,0,19.375,0,0.95,0.21,0.33,0.85,0,0
294,1529431.498,8.83141E-05,5.409,6.3,940,0.0001739626,0,0,19.141,0,0.95,0.21,0.33,0.85,0,0
295,1529431.498,0.000101113,5.231,6.1,848,0.0001569365,0.02,0.021,19.091,0.041,0.95,0.21,0.33,0.85,0.002699235,1.1372764835633E-05
296,1529431.498,0.000111353,5.375,6.3,940,0.0001739626,0.19,0.097,21.24,0.287,0.95,0.21,0.33,0.85,0.018894645,7.96102592381881E-05
297,1529431.498,0.000112632,5.584,6.5,1032,0.0001909887,0.397,0.134,23.686,0.531,0.95,0.21,0.33,0.85,0.034958385,0.000147304575929
298,1529431.498,0.000112632,5.68,6.6,1085.2,0.0002008343,0.575,0.159,25.852,0.734,0.95,0.21,0.33,0.85,0.04832289,0.000203648753068
299,1529431.498,0.000106233,5.615,6.6,1085.2,0.0002008343,0.702,0.175,27.656,0.877,0.95,0.21,0.33,0.85,0.057737295,0.000243373754097
300,1529431.498,0.000108793,6.242,7.3,1476.2,0.0002731953,0.761,0.185,29.069,0.946,0.95,0.21,0.33,0.85,0.06227991,0.000262585652609
301,1529431.498,0.000113912,7.938,9.3,2657.2,0.0004917589,0.751,0.187,30.046,0.938,0.95,0.21,0.33,0.85,0.06175323,0.000260433441209
302,1529431.498,0.000113912,9.411,11,2997,0.0005546445,0.669,0.182,30.491,0.851,0.95,0.21,0.33,0.85,0.056025585,0.000236339651462
303,1529431.498,0.000110073,10.092,11.8,3000,0.0005551997,0.521,0.17,30.413,0.691,0.95,0.21,0.33,0.85,0.045491985,0.000191949829704
304,1529431.498,0.000102393,9.401,11,2997,0.0005546445,0.321,0.149,29.799,0.47,0.95,0.21,0.33,0.85,0.03094245,0.000130584284098
305,1529431.498,0.000106233,9.01,10.5,2965,0.0005487224,0.076,0.111,28.358,0.187,0.95,0.21,0.33,0.85,0.012311145,5.19626602436743E-05
306,1529431.498,0.000117752,8.39,9.8,2824.6,0.0005227391,0.007,0.014,25.405,0.021,0.95,0.21,0.33,0.85,0.001382535,5.83568219541699E-06
307,1529431.498,0.000127991,7.969,9.3,2657.2,0.0004917589,0,0,23.811,0,0.95,0.21,0.33,0.85,0,0
308,1529431.498,0.000136951,7.647,8.9,2476.4,0.0004582989,0,0,23.374,0,0.95,0.21,0.33,0.85,0,0
309,1529431.498,0.000134391,7.305,8.5,2250,0.0004163998,0,0,23.283,0,0.95,0.21,0.33,0.85,0,0
310,1529431.498,0.000115192,7.322,8.6,2306.6,0.0004268746,0,0,22.692,0,0.95,0.21,0.33,0.85,0,0
311,1529431.498,0.000103673,7.179,8.4,2183,0.0004040003,0,0,21.901,0,0.95,0.21,0.33,0.85,0,0
312,1529431.498,9.21538E-05,6.842,8,1915,0.0003544025,0,0,21.061,0,0.95,0.21,0.33,0.85,0,0
313,1529431.498,8.57542E-05,6.387,7.5,1595,0.0002951812,0,0,20.199,0,0.95,0.21,0.33,0.85,0,0
314,1529431.498,8.44743E-05,5.715,6.7,1138.4,0.0002106798,0,0,19.267,0,0.95,0.21,0.33,0.85,0,0
315,1529431.498,8.31944E-05,6.825,8,1915,0.0003544025,0,0,18.317,0,0.95,0.21,0.33,0.85,0,0
316,1529431.498,8.31944E-05,7.342,8.6,2306.6,0.0004268746,0,0,17.608,0,0.95,0.21,0.33,0.85,0,0
317,1529431.498,8.44743E-05,6.868,8,1915,0.0003544025,0,0,17.152,0,0.95,0.21,0.33,0.85,0,0
318,1529431.498,8.44743E-05,6.3,7.4,1535.6,0.0002841882,0,0,16.756,0,0.95,0.21,0.33,0.85,0,0
319,1529431.498,8.57542E-05,5.971,7,1298,0.0002402164,0.015,0.022,16.666,0.037,0.95,0.21,0.33,0.85,0.002435895,1.02819762514138E-05
320,1529431.498,9.08739E-05,5.78,6.8,1191.6,0.0002205253,0.167,0.104,18.549,0.271,0.95,0.21,0.33,0.85,0.017841285,7.53093030888208E-05
321,1529431.498,9.08739E-05,5.714,6.7,1138.4,0.0002106798,0.387,0.137,20.87,0.524,0.95,0.21,0.33,0.85,0.03449754,0.00014562747935
322,1529431.498,9.21538E-05,5.649,6.6,1085.2,0.0002008343,0.57,0.16,23.242,0.73,0.95,0.21,0.33,0.85,0.04805955,0.000202907525868
323,1529431.498,8.9594E-05,5.57,6.5,1032,0.0001909887,0.701,0.175,25.249,0.876,0.95,0.21,0.33,0.85,0.05767146,0.000243538446825
324,1529431.498,8.70342E-05,6.423,7.5,1595,0.0002951812,0.763,0.183,26.762,0.946,0.95,0.21,0.33,0.85,0.06227991,0.000263063347656
325,1529431.498,8.57542E-05,7.814,9.1,2574.4,0.0004764354,0.754,0.185,27.783,0.939,0.95,0.21,0.33,0.85,0.061819065,0.000261185498447
326,1529431.498,8.9594E-05,8.132,9.5,2740,0.0005070824,0.674,0.179,28.26,0.853,0.95,0.21,0.33,0.85,0.056157255,0.000237326342083
327,1529431.498,9.08739E-05,8.261,9.7,2796.4,0.0005175202,0.528,0.166,28.17,0.694,0.95,0.21,0.33,0.85,0.04568949,0.000193134325201
328,1529431.498,9.47136E-05,8.34,9.7,2796.4,0.0005175202,0.34,0.142,27.496,0.482,0.95,0.21,0.33,0.85,0.03173247,0.000134162431179
329,1529431.498,9.85534E-05,7.755,9.1,2574.4,0.0004764354,0.136,0.097,26.016,0.233,0.95,0.21,0.33,0.85,0.015339555,6.48631554449696E-05
330,1529431.498,0.000130551,6.998,8.2,2049,0.0003792014,0.011,0.014,22.774,0.025,0.95,0.21,0.33,0.85,0.001645875,6.96001748356392E-06
331,1529431.498,0.000138231,6.295,7.4,1535.6,0.0002841882,0,0,20.952,0,0.95,0.21,0.33,0.85,0,0
332,1529431.498,0.000133111,5.594,6.5,1032,0.0001909887,0,0,20.023,0,0.95,0.21,0.33,0.85,0,0
333,1529431.498,0.000121592,5.153,6,802,0.0001484234,0,0,19.274,0,0.95,0.21,0.33,0.85,0,0
334,1529431.498,0.000111353,4.772,5.6,646,0.000119553,0,0,18.676,0,0.95,0.21,0.33,0.85,0,0
335,1529431.498,9.72735E-05,4.485,5.2,508,9.40138E-05,0,0,17.815,0,0.95,0.21,0.33,0.85,0,0
336,1529431.498,8.57542E-05,4.356,5.1,475,8.79066E-05,0,0,16.974,0,0.95,0.21,0.33,0.85,0,0
337,1529431.498,7.80748E-05,4.532,5.3,541,0.000100121,0,0,16.239,0,0.95,0.21,0.33,0.85,0,0
338,1529431.498,8.06346E-05,4.315,5,442,8.17994E-05,0,0,15.631,0,0.95,0.21,0.33,0.85,0,0
339,1529431.498,8.70342E-05,5.263,6.2,894,0.0001654495,0,0,15.061,0,0.95,0.21,0.33,0.85,0,0
340,1529431.498,9.72735E-05,4.443,5.2,508,9.40138E-05,0,0,14.568,0,0.95,0.21,0.33,0.85,0,0
341,1529431.498,0.000108793,3.628,4.2,238.8,4.41939E-05,0,0,14.158,0,0.95,0.21,0.33,0.85,0,0
342,1529431.498,0.000116472,3.178,3.7,140,2.59093E-05,0,0,13.748,0,0.95,0.21,0.33,0.85,0,0
343,1529431.498,0.000120312,3.014,3.5,104,1.92469E-05,0.015,0.022,13.724,0.037,0.95,0.21,0.33,0.85,0.002435895,1.03008975701018E-05
344,1529431.498,0.000125432,3.074,3.6,122,2.25781E-05,0.162,0.106,16.058,0.268,0.95,0.21,0.33,0.85,0.01764378,7.46126753015062E-05
345,1529431.498,0.000121592,3.19,3.7,140,2.59093E-05,0.374,0.143,18.758,0.517,0.95,0.21,0.33,0.85,0.034036695,0.000143946386236
346,1529431.498,0.000120312,3.416,4,194,3.59029E-05,0.566,0.163,21.434,0.729,0.95,0.21,0.33,0.85,0.047993715,0.000203001978782
347,1529431.498,0.000120312,4.188,4.9,414.8,7.67656E-05,0.701,0.176,23.798,0.877,0.95,0.21,0.33,0.85,0.057737295,0.000244264586732
348,1529431.498,0.000129271,5.683,6.6,1085.2,0.0002008343,0.764,0.184,25.648,0.948,0.95,0.21,0.33,0.85,0.06241158,0.000264104224219
349,1529431.498,0.000125432,6.603,7.7,1723,0.0003188697,0.753,0.187,26.835,0.94,0.95,0.21,0.33,0.85,0.0618849,0.000261944677284
350,1529431.498,0.000116472,6.441,7.5,1595,0.0002951812,0.673,0.181,27.393,0.854,0.95,0.21,0.33,0.85,0.05622309,0.000238041879762
351,1529431.498,0.000115192,5.459,6.4,986,0.0001824756,0.523,0.17,27.383,0.693,0.95,0.21,0.33,0.85,0.045623655,0.000193211124277
352,1529431.498,0.000115192,5.202,6.1,848,0.0001569365,0.329,0.147,26.783,0.476,0.95,0.21,0.33,0.85,0.03133746,0.000132736317354
353,1529431.498,0.000126711,5.67,6.6,1085.2,0.0002008343,0.126,0.101,25.492,0.227,0.95,0.21,0.33,0.85,0.014944545,6.33091261918222E-05
354,1529431.498,0.000138231,6.172,7.2,1416.8,0.0002622023,0.01,0.014,22.204,0.024,0.95,0.21,0.33,0.85,0.00158004,6.69389968187242E-06
355,1529431.498,0.00015231,5.681,6.6,1085.2,0.0002008343,0,0,20.27,0,0.95,0.21,0.33,0.85,0,0
356,1529431.498,0.00014719,5.368,6.3,940,0.0001739626,0,0,19.191,0,0.95,0.21,0.33,0.85,0,0
357,1529431.498,0.000135671,5.015,5.9,763,0.0001412058,0,0,18.657,0,0.95,0.21,0.33,0.85,0,0
358,1529431.498,0.000121592,4.824,5.6,646,0.000119553,0,0,17.989,0,0.95,0.21,0.33,0.85,0,0
359,1529431.498,0.000110073,4.077,4.8,387.6,7.17318E-05,0,0,17.36,0,0.95,0.21,0.33,0.85,0,0
360,1529431.498,8.19145E-05,3.381,4,194,3.59029E-05,0,0,16.714,0,0.95,0.21,0.33,0.85,0,0
361,1529431.498,7.93547E-05,3.579,4.2,238.8,4.41939E-05,0,0,16.155,0,0.95,0.21,0.33,0.85,0,0
362,1529431.498,7.80748E-05,3.34,3.9,176,3.25717E-05,0,0,15.533,0,0.95,0.21,0.33,0.85,0,0
363,1529431.498,7.80748E-05,4.015,4.7,360.4,6.6698E-05,0,0,15.032,0,0.95,0.21,0.33,0.85,0,0
364,1529431.498,8.19145E-05,4.077,4.8,387.6,7.17318E-05,0,0,14.652,0,0.95,0.21,0.33,0.85,0,0
365,1529431.498,8.9594E-05,3.377,3.9,176,3.25717E-05,0,0,14.5,0,0.95,0.21,0.33,0.85,0,0
366,1529431.498,9.98333E-05,2.872,3.4,89.8,1.6619E-05,0,0,14.355,0,0.95,0.21,0.33,0.85,0,0
367,1529431.498,0.000111353,2.945,3.4,89.8,1.6619E-05,0.015,0.022,14.22,0.037,0.95,0.21,0.33,0.85,0.002435895,1.03198310894674E-05
368,1529431.498,0.000120312,3.392,4,194,3.59029E-05,0.167,0.105,16.752,0.272,0.95,0.21,0.33,0.85,0.01790712,7.58654871442864E-05
369,1529431.498,0.000122872,3.997,4.7,360.4,6.6698E-05,0.381,0.141,19.651,0.522,0.95,0.21,0.33,0.85,0.03436587,0.000145605841639
370,1529431.498,0.000126711,4.493,5.3,541,0.000100121,0.57,0.162,22.514,0.732,0.95,0.21,0.33,0.85,0.04819122,0.000204212638921
371,1529431.498,0.000122872,5.09,6,802,0.0001484234,0.696,0.178,24.826,0.874,0.95,0.21,0.33,0.85,0.05753979,0.0002438774619
372,1529431.498,0.000120312,6.184,7.2,1416.8,0.0002622023,0.764,0.185,26.511,0.949,0.95,0.21,0.33,0.85,0.062477415,0.000264869757484
373,1529431.498,0.000126711,7.025,8.2,2049,0.0003792014,0.76,0.185,27.548,0.945,0.95,0.21,0.33,0.85,0.062214075,0.000263823220017
374,1529431.498,0.000130551,7.345,8.6,2306.6,0.0004268746,0.673,0.181,27.967,0.854,0.95,0.21,0.33,0.85,0.05622309,0.000238480937861
375,1529431.498,0.000124152,7.399,8.6,2306.6,0.0004268746,0.528,0.168,27.86,0.696,0.95,0.21,0.33,0.85,0.04582116,0.000194405533854
376,1529431.498,0.000113912,6.235,7.3,1476.2,0.0002731953,0.337,0.144,27.216,0.481,0.95,0.21,0.33,0.85,0.031666635,0.000134378224134
377,1529431.498,0.000127991,5.838,6.8,1191.6,0.0002205253,0.131,0.1,25.766,0.231,0.95,0.21,0.33,0.85,0.015207885,6.45437455713491E-05
378,1529431.498,0.00015103,6.098,7.1,1357.4,0.0002512094,0.011,0.014,22.608,0.025,0.95,0.21,0.33,0.85,0.001645875,6.98570473326204E-06
379,1529431.498,0.00014591,6.172,7.2,1416.8,0.0002622023,0,0,20.802,0,0.95,0.21,0.33,0.85,0,0
380,1529431.498,0.000138231,5.793,6.8,1191.6,0.0002205253,0,0,19.746,0,0.95,0.21,0.33,0.85,0,0
381,1529431.498,0.000120312,5.144,6,802,0.0001484234,0,0,18.948,0,0.95,0.21,0.33,0.85,0,0
382,1529431.498,0.000108793,4.669,5.5,607,0.0001123354,0,0,18.366,0,0.95,0.21,0.33,0.85,0,0
383,1529431.498,9.72735E-05,4.846,5.7,685,0.0001267706,0,0,17.746,0,0.95,0.21,0.33,0.85,0,0
384,1529431.498,8.19145E-05,4.974,5.8,724,0.0001339882,0,0,17.333,0,0.95,0.21,0.33,0.85,0,0
385,1529431.498,8.06346E-05,4.869,5.7,685,0.0001267706,0,0,16.849,0,0.95,0.21,0.33,0.85,0,0
386,1529431.498,8.19145E-05,3.802,4.4,283.6,5.24849E-05,0,0,16.456,0,0.95,0.21,0.33,0.85,0,0
387,1529431.498,8.19145E-05,4.658,5.4,574,0.0001062282,0,0,16.101,0,0.95,0.21,0.33,0.85,0,0
388,1529431.498,8.57542E-05,5.261,6.2,894,0.0001654495,0,0,15.811,0,0.95,0.21,0.33,0.85,0,0
389,1529431.498,9.08739E-05,5.304,6.2,894,0.0001654495,0,0,15.396,0,0.95,0.21,0.33,0.85,0,0
390,1529431.498,9.59936E-05,4.951,5.8,724,0.0001339882,0,0,15.021,0,0.95,0.21,0.33,0.85,0,0
