;Hour;Energy Demand;Water Demand;Factor Wind;Wind Output;Wind Usage;Wind Over;Factor PV;PV Output;PV Usage;PV Over;Dam Output;Storage;Turbine Water;River;Water Balance;Valve;Installed Wind;Installed PV
2222;2222;39,05;15182,04;0,12;1,6;1,6;0,0;0,19;15,72;12,97;2,74;24,47;6240000,0;502761,15;517943,19;0,0;0,0;13,34;81,09
2223;2223;35,83;15025,52;0,19;2,55;2,55;0,0;0,1;7,77;7,77;0,0;25,5;6219382,48;523960,03;518368,03;-20617,52;0,0;13,34;81,09
2224;2224;40,25;16434,17;0,28;3,77;3,77;0,0;0,02;1,84;1,84;0,0;34,65;6009847,67;711893,52;518792,87;-209534,81;0,0;13,34;81,09
2225;2225;47,5;18781,91;0,4;5,3;5,3;0,0;0,0;0,0;0,0;0,0;42,2;5643165,4;867118,08;519217,72;-366682,27;0,0;13,34;81,09
2226;2226;45,89;21912,22;0,43;5,77;5,77;0,0;0,0;0,0;0,0;0,0;40,12;5316580,99;824314,74;519642,56;-326584,41;0,0;13,34;81,09
2227;2227;43,47;23164,35;0,34;4,59;4,59;0,0;0,0;0,0;0,0;0,0;38,89;5014496,4;798987,65;520067,4;-302084,59;0,0;13,34;81,09
2228;2228;37,84;22225,25;0,31;4,18;4,18;0,0;0,0;0,0;0,0;0,0;33,66;4821165,73;691597,65;520492,24;-193330,66;0,0;13,34;81,09
2229;2229;34,22;20347,06;0,47;6,3;6,3;0,0;0,0;0,0;0,0;0,0;27,92;4748122,4;573613,35;520917,09;-73043,33;0,0;13,34;81,09
2230;2230;30,59;17216,75;0,6;7,94;7,94;0,0;0,0;0,0;0,0;0,0;22,65;4786882,28;465365,3;521341,93;38759,88;0,0;13,34;81,09
2231;2231;25,76;12521,27;0,47;6,3;6,3;0,0;0,0;0,0;0,0;0,0;19,46;4896199,96;399927,81;521766,77;109317,69;0,0;13,34;81,09
2232;2232;25,36;10956,11;0,57;7,66;7,66;0,0;0,0;0,0;0,0;0,0;17,7;5043744,98;363690,48;522191,61;147545,02;0,0;13,34;81,09
2233;2233;25,76;7825,79;0,68;9,11;9,11;0,0;0,0;0,0;0,0;0,0;16,65;5216349,43;342186,22;522616,45;172604,44;0,0;13,34;81,09
2234;2234;25,76;5947,6;0,68;9,11;9,11;0,0;0,0;0,0;0,0;0,0;16,65;5391256,9;342186,22;523041,3;174907,48;0,0;13,34;81,09
2235;2235;26,97;4695,48;0,6;7,94;7,94;0,0;0,0;0,0;0,0;0,0;19,03;5519099,52;390928,04;523466,14;127842,62;0,0;13,34;81,09
2236;2236;28,58;5947,6;0,43;5,77;5,77;0,0;0,0;0,0;0,0;0,0;22,81;5568369,38;468673,52;523890,98;49269,86;0,0;13,34;81,09
2237;2237;30,19;9077,92;0,22;2,87;2,87;0,0;0,02;1,45;1,45;0,0;25,87;5552137,71;531469,57;524315,82;-16231,67;0,0;13,34;81,09
2238;2238;32,2;17373,26;0,08;1,06;1,06;0,0;0,06;5,25;5,25;0,0;25,89;5527590,02;531915,09;524740,66;-24547,69;0,0;13,34;81,09
2239;2239;36,23;21599,19;0,01;0,15;0,15;0,0;0,13;10,76;10,76;0,0;25,32;5510942,02;520214,31;525165,51;-16648,0;0,0;13,34;81,09
2240;2240;39,45;22694,8;0,0;0,0;0,0;0,0;0,19;15,38;15,38;0,0;24,07;5519220,61;494616,96;525590,35;8278,59;0,0;13,34;81,09
2241;2241;40,66;21129,64;0,0;0,0;0,0;0,0;0,27;21,78;21,78;0,0;18,87;5636308,66;387797,49;526015,19;117088,06;0,0;13,34;81,09
2242;2242;38,64;17999,33;0,02;0,21;0,21;0,0;0,35;28,53;28,53;0,0;9,9;5941273,5;203475,87;526440,03;304964,84;0,0;13,34;81,09
2243;2243;40,25;16121,14;0,09;1,16;1,16;0,0;0,37;30,32;28,77;1,55;10,32;6240000,0;212017,24;526864,87;298726,5;0,0;13,34;81,09
2244;2244;41,46;15495,07;0,1;1,36;1,36;0,0;0,33;27,08;15,19;11,89;24,91;6240000,0;511794,64;527289,72;0,0;0,0;13,34;81,09
2245;2245;40,66;15338,56;0,09;1,16;1,16;0,0;0,26;21,06;14,56;6,5;24,94;6240000,0;512376,0;527714,56;-0,0;0,0;13,34;81,09
2246;2246;39,85;15182,04;0,06;0,86;0,86;0,0;0,18;14,22;14,02;0,2;24,97;6240000,0;512957,36;528139,4;0,0;0,0;13,34;81,09
2247;2247;36,63;15025,52;0,09;1,16;1,16;0,0;0,09;7,52;7,52;0,0;27,95;6179201,27;574337,45;528564,24;-60798,73;0,0;13,34;81,09
2248;2248;40,25;16434,17;0,14;1,84;1,84;0,0;0,02;1,96;1,96;0,0;36,44;5942929,29;748826,9;528989,08;-236271,98;0,0;13,34;81,09
2249;2249;45,49;18781,91;0,17;2,26;2,26;0,0;0,0;0,0;0,0;0,0;43,23;5565357,75;888203,56;529413,93;-377571,54;0,0;13,34;81,09
2250;2250;47,1;21912,22;0,15;1,96;1,96;0,0;0,0;0,0;0,0;0,0;45,13;5145973,3;927310,99;529838,77;-419384,45;0,0;13,34;81,09
2251;2251;42,27;23164,35;0,13;1,72;1,72;0,0;0,0;0,0;0,0;0,0;40,54;4820043,06;833029,5;530263,61;-325930,24;0,0;13,34;81,09
2252;2252;38,24;22225,25;0,09;1,26;1,26;0,0;0,0;0,0;0,0;0,0;36,98;4568685,38;759820,88;530688,45;-251357,68;0,0;13,34;81,09
2253;2253;34,62;20347,06;0,1;1,36;1,36;0,0;0,0;0,0;0,0;0,0;33,26;4396112,69;683338,93;531113,3;-172572,7;0,0;13,34;81,09
2254;2254;30,19;17216,75;0,13;1,72;1,72;0,0;0,0;0,0;0,0;0,0;28,47;4325526,78;584907,3;531538,14;-70585,91;0,0;13,34;81,09
2255;2255;26,57;12521,27;0,16;2,11;2,11;0,0;0,0;0,0;0,0;0,0;24,46;4342480,47;502488,01;531962,98;16953,7;0,0;13,34;81,09
2256;2256;26,16;10956,11;0,49;6,56;6,56;0,0;0,0;0,0;0,0;0,0;19,6;4461138,89;402773,29;532387,82;118658,42;0,0;13,34;81,09
2257;2257;25,76;7825,79;0,47;6,3;6,3;0,0;0,0;0,0;0,0;0,0;19,46;4586197,95;399927,81;532812,66;125059,06;0,0;13,34;81,09
2258;2258;26,16;5947,6;0,31;4,18;4,18;0,0;0,0;0,0;0,0;0,0;21,99;4661741,07;451746,79;533237,51;75543,12;0,0;13,34;81,09
2259;2259;26,57;4695,48;0,17;2,26;2,26;0,0;0,0;0,0;0,0;0,0;24,31;4691233,96;499473,98;533662,35;29492,89;0,0;13,34;81,09
2260;2260;28,58;5947,6;0,08;1,06;1,06;0,0;0,0;0,04;0,04;0,0;27,48;4654836,21;564537,34;534087,19;-36397,75;0,0;13,34;81,09
2261;2261;30,19;9077,92;0,02;0,27;0,27;0,0;0,05;4,23;4,23;0,0;25,69;4652447,84;527822,47;534512,03;-2388,36;0,0;13,34;81,09
2262;2262;33,41;17373,26;0,0;0,0;0,0;0,0;0,17;13,45;13,45;0,0;19,96;4759968,55;410042,91;534936,87;107520,71;0,0;13,34;81,09
2263;2263;37,03;21599,19;0,01;0,15;0,15;0,0;0,28;23,02;23,02;0,0;13,87;4988838,81;284892,26;535361,72;228870,27;0,0;13,34;81,09
2264;2264;40,25;22694,8;0,05;0,62;0,62;0,0;0,38;30,79;30,79;0,0;8,84;5320355,67;181574,9;535786,56;331516,86;0,0;13,34;81,09
2265;2265;41,06;21129,64;0,12;1,6;1,6;0,0;0,44;35,41;35,41;0,0;4,05;5752226,06;83211,37;536211,4;431870,39;0,0;13,34;81,09
2266;2266;39,45;17999,33;0,2;2,7;2,7;0,0;0,45;36,39;35,25;1,14;1,5;6240000,0;30862,98;536636,24;487773,94;0,0;13,34;81,09
2267;2267;38,64;16121,14;0,33;4,38;4,38;0,0;0,41;33,57;8,91;24,66;25,35;6240000,0;520939,95;537061,08;-0,0;0,0;13,34;81,09
2268;2268;41,86;15495,07;0,33;4,38;4,38;0,0;0,33;26,61;12,08;14,53;25,4;6240000,0;521990,85;537485,93;0,0;0,0;13,34;81,09
2269;2269;41,06;15338,56;0,25;3,39;3,39;0,0;0,21;17,21;12,23;4,98;25,43;6240000,0;522572,21;537910,77;0,0;0,0;13,34;81,09
2270;2270;39,45;15182,04;0,23;3,04;3,04;0,0;0,12;9,48;9,48;0,0;26,92;6209997,86;553155,71;538335,61;-30002,14;0,0;13,34;81,09
2271;2271;37,84;15025,52;0,23;3,04;3,04;0,0;0,07;5,42;5,42;0,0;29,37;6130294,55;603438,23;538760,45;-79703,3;0,0;13,34;81,09
2272;2272;41,46;16434,17;0,18;2,4;2,4;0,0;0,02;1,71;1,71;0,0;37,35;5885671,81;767373,87;539185,29;-244622,74;0,0;13,34;81,09
2273;2273;47,5;18781,91;0,09;1,16;1,16;0,0;0,0;0,0;0,0;0,0;46,34;5454404,46;952095,59;539610,14;-431267,36;0,0;13,34;81,09
2274;2274;46,29;21912,22;0,02;0,27;0,27;0,0;0,0;0,0;0,0;0,0;46,02;5026997,03;945530,18;540034,98;-427407,42;0,0;13,34;81,09
2275;2275;43,88;23164,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,88;4642776,43;901516,07;540459,82;-384220,6;0,0;13,34;81,09
2276;2276;40,25;22225,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,25;4334355,84;827080,01;540884,66;-308420,6;0,0;13,34;81,09
2277;2277;36,63;20347,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,63;4102674,33;752643,94;541309,51;-231681,5;0,0;13,34;81,09
2278;2278;29,79;17216,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,79;4015154,77;612037,17;541734,35;-87519,57;0,0;13,34;81,09
2279;2279;28,18;12521,27;0,04;0,54;0,54;0,0;0,0;0,0;0,0;0,0;27,63;3976980,67;567812,01;542159,19;-38174,09;0,0;13,34;81,09
2280;2280;26,16;10956,11;0,05;0,7;0,7;0,0;0,0;0,0;0,0;0,0;25,46;3985438,32;523170,27;542584,03;8457,65;0,0;13,34;81,09
2281;2281;26,16;7825,79;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,16;3983020,3;537601,11;543008,87;-2418,03;0,0;13,34;81,09
2282;2282;25,76;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,76;3991176,04;529330,37;543433,72;8155,75;0,0;13,34;81,09
2283;2283;26,57;4695,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,57;3984467,28;545871,85;543858,56;-6708,76;0,0;13,34;81,09
2284;2284;27,37;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,37;3960389,75;562413,33;544283,4;-24077,53;0,0;13,34;81,09
2285;2285;30,99;9077,92;0,0;0,0;0,0;0,0;0,03;2,22;2,22;0,0;28,77;3904801,83;591218,24;544708,24;-55587,92;0,0;13,34;81,09
2286;2286;32,2;17373,26;0,0;0,0;0,0;0,0;0,1;8,37;8,37;0,0;23,83;3942897,53;489664,11;545133,08;38095,71;0,0;13,34;81,09
2287;2287;36,23;21599,19;0,0;0,0;0,0;0,0;0,19;15,46;15,46;0,0;20,77;4040159,15;426697,12;545557,93;97261,61;0,0;13,34;81,09
2288;2288;39,85;22694,8;0,0;0,0;0,0;0,0;0,27;22,29;22,29;0,0;17,56;4202722,98;360724,13;545982,77;162563,83;0,0;13,34;81,09
2289;2289;41,06;21129,64;0,0;0,0;0,0;0,0;0,33;26,95;26,95;0,0;14,11;4438116,46;289884,48;546407,61;235393,48;0,0;13,34;81,09
2290;2290;41,86;17999,33;0,02;0,21;0,21;0,0;0,32;26,01;26,01;0,0;15,64;4645533,16;321416,43;546832,45;207416,7;0,0;13,34;81,09
2291;2291;41,06;16121,14;0,04;0,54;0,54;0,0;0,31;25,41;25,41;0,0;15,1;4866335,59;310333,73;547257,29;220802,43;0,0;13,34;81,09
2292;2292;40,25;15495,07;0,05;0,7;0,7;0,0;0,28;22,51;22,51;0,0;17,04;5048345,8;350176,86;547682,14;182010,21;0,0;13,34;81,09
2293;2293;41,86;15338,56;0,05;0,7;0,7;0,0;0,22;17,85;17,85;0,0;23,31;5102204,33;478909,89;548106,98;53858,53;0,0;13,34;81,09
2294;2294;40,66;15182,04;0,05;0,7;0,7;0,0;0,16;13,03;13,03;0,0;26,93;5082288,36;553265,76;548531,82;-19915,98;0,0;13,34;81,09
2295;2295;36,63;15025,52;0,04;0,54;0,54;0,0;0,09;7,3;7,3;0,0;28,78;5024780,52;591438,97;548956,66;-57507,84;0,0;13,34;81,09
2296;2296;37,84;16434,17;0,0;0,0;0,0;0,0;0,03;2,14;2,14;0,0;35,7;4824153,72;733574,14;549381,5;-200626,8;0,0;13,34;81,09
2297;2297;43,88;18781,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,88;4453662,09;901516,07;549806,35;-370491,63;0,0;13,34;81,09
2298;2298;46,69;21912,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;46,69;4022571,61;959409,45;550231,19;-431090,49;0,0;13,34;81,09
2299;2299;43,47;23164,35;0,03;0,4;0,4;0,0;0,0;0,0;0,0;0,0;43,07;3665020,39;885042,9;550656,03;-357551,22;0,0;13,34;81,09
2300;2300;39,85;22225,25;0,06;0,78;0,78;0,0;0,0;0,0;0,0;0,0;39,07;3391142,19;802733,82;551080,87;-273878,2;0,0;13,34;81,09
2301;2301;36,23;20347,06;0,13;1,72;1,72;0,0;0,0;0,0;0,0;0,0;34,5;3213329,44;708971,4;551505,72;-177812,75;0,0;13,34;81,09
2302;2302;32,6;17216,75;0,2;2,7;2,7;0,0;0,0;0,0;0,0;0,0;29,91;3133552,67;614490,58;551930,56;-79776,77;0,0;13,34;81,09
2303;2303;28,98;12521,27;0,13;1,72;1,72;0,0;0,0;0,0;0,0;0,0;27,26;3113291,72;560095,08;552355,4;-20260,95;0,0;13,34;81,09
2304;2304;26,16;10956,11;0,11;1,48;1,48;0,0;0,0;0,0;0,0;0,0;24,68;3147947,36;507168,49;552780,24;34655,64;0,0;13,34;81,09
2305;2305;25,76;7825,79;0,05;0,7;0,7;0,0;0,0;0,0;0,0;0,0;25,06;3178427,12;514899,53;553205,08;30479,76;0,0;13,34;81,09
2306;2306;26,16;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,16;3188508,34;537601,11;553629,93;10081,22;0,0;13,34;81,09
2307;2307;26,57;4695,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,57;3191995,78;545871,85;554054,77;3487,45;0,0;13,34;81,09
2308;2308;26,97;5947,6;0,0;0,0;0,0;0,0;0,0;0,04;0,04;0,0;26,93;3187262,76;553265,03;554479,61;-4733,02;0,0;13,34;81,09
2309;2309;27,77;9077,92;0,0;0,0;0,0;0,0;0,05;4,4;4,4;0,0;23,38;3252793,55;480295,74;554904,45;65530,79;0,0;13,34;81,09
2310;2310;31,8;17373,26;0,0;0,0;0,0;0,0;0,18;14,65;14,65;0,0;17,15;3438357,63;352391,96;555329,29;185564,07;0,0;13,34;81,09
2311;2311;35,02;21599,19;0,0;0,0;0,0;0,0;0,31;25,03;25,03;0,0;9,99;3767202,14;205310,43;555754,14;328844,51;0,0;13,34;81,09
2312;2312;35,42;22694,8;0,0;0,0;0,0;0,0;0,41;33,61;33,61;0,0;1,81;4263493,42;37192,9;556178,98;496291,28;0,0;13,34;81,09
2313;2313;35,42;21129,64;0,04;0,54;0,54;0,0;0,46;37,16;34,88;2,28;0,0;4798967,6;0,0;556603,82;535474,18;0,0;13,34;81,09
2314;2314;33,41;17999,33;0,12;1,6;1,6;0,0;0,48;39,04;31,81;7,23;0,0;5337996,93;0,0;557028,66;539029,34;0,0;13,34;81,09
2315;2315;34,22;16121,14;0,41;5,53;5,53;0,0;0,47;38,31;28,68;9,63;0,0;5879329,3;0,0;557453,5;541332,37;0,0;13,34;81,09
2316;2316;35,83;15495,07;0,73;9,7;9,7;0,0;0,43;34,85;17,28;17,57;8,84;6240000,0;181712,58;557878,35;360670,7;0,0;13,34;81,09
2317;2317;35,83;15338,56;0,73;9,7;9,4;0,3;0,35;28,62;0,0;28,62;26,43;6240000,0;542964,63;558303,19;-0,0;0,0;13,34;81,09
2318;2318;34,62;15182,04;0,57;7,66;7,66;0,0;0,24;19,3;0,5;18,8;26,45;6240000,0;543545,99;558728,03;0,0;0,0;13,34;81,09
2319;2319;32,2;15025,52;0,36;4,82;4,82;0,0;0,13;10,16;0,9;9,27;26,48;6240000,0;544127,35;559152,87;-0,0;0,0;13,34;81,09
2320;2320;33,41;16434,17;0,24;3,22;3,22;0,0;0,03;2,43;2,43;0,0;27,76;6212817,14;570326,41;559577,71;-27182,86;0,0;13,34;81,09
2321;2321;37,03;18781,91;0,19;2,55;2,55;0,0;0,0;0,0;0,0;0,0;34,48;6045554,43;708483,35;560002,56;-167262,7;0,0;13,34;81,09
2322;2322;40,25;21912,22;0,16;2,11;2,11;0,0;0,0;0,0;0,0;0,0;38,14;5800373,43;783696,17;560427,4;-245181,0;0,0;13,34;81,09
2323;2323;43,07;23164,35;0,17;2,26;2,26;0,0;0,0;0,0;0,0;0,0;40,81;5499485,8;838575,52;560852,24;-300887,63;0,0;13,34;81,09
2324;2324;42,27;22225,25;0,19;2,55;2,55;0,0;0,0;0,0;0,0;0,0;39,71;5222532,86;816004,77;561277,08;-276952,95;0,0;13,34;81,09
2325;2325;36,23;20347,06;0,25;3,39;3,39;0,0;0,0;0,0;0,0;0,0;32,84;5089203,25;674684,47;561701,93;-133329,61;0,0;13,34;81,09
2326;2326;32,6;17216,75;0,31;4,18;4,18;0,0;0,0;0,0;0,0;0,0;28,43;5050037,04;584076,23;562126,77;-39166,21;0,0;13,34;81,09
2327;2327;28,98;12521,27;0,27;3,57;3,57;0,0;0,0;0,0;0,0;0,0;25,42;5077821,26;522246,11;562551,61;27784,23;0,0;13,34;81,09
2328;2328;26,97;10956,11;0,17;2,26;2,26;0,0;0,0;0,0;0,0;0,0;24,71;5122096,89;507744,72;562976,45;44275,62;0,0;13,34;81,09
2329;2329;26,57;7825,79;0,11;1,48;1,48;0,0;0,0;0,0;0,0;0,0;25,09;5162233,16;515439,23;563401,29;40136,27;0,0;13,34;81,09
2330;2330;26,16;5947,6;0,03;0,46;0,46;0,0;0,0;0,0;0,0;0,0;25,7;5192009,36;528102,33;563826,14;29776,2;0,0;13,34;81,09
2331;2331;26,16;4695,48;0,02;0,27;0,27;0,0;0,0;0,0;0,0;0,0;25,89;5219571,69;531993,17;564250,98;27562,33;0,0;13,34;81,09
2332;2332;26,57;5947,6;0,05;0,7;0,7;0,0;0,0;0,04;0,04;0,0;25,82;5247736,45;530563,46;564675,82;28164,76;0,0;13,34;81,09
2333;2333;26,57;9077,92;0,14;1,84;1,84;0,0;0,04;3,42;3,42;0,0;21,31;5365977,37;437781,82;565100,66;118240,92;0,0;13,34;81,09
2334;2334;26,97;17373,26;0,25;3,39;3,39;0,0;0,14;11,7;11,7;0,0;11,88;5670125,66;244003,95;565525,5;304148,29;0,0;13,34;81,09
2335;2335;28,58;21599,19;0,33;4,38;4,38;0,0;0,24;19,73;19,73;0,0;4,46;6122738,11;91738,7;565950,35;452612,45;0,0;13,34;81,09
2336;2336;28,58;22694,8;0,36;4,82;4,82;0,0;0,33;26,57;3,0;23,56;20,75;6240000,0;426418,5;566375,19;117261,89;0,0;13,34;81,09
2337;2337;28,98;21129,64;0,31;4,18;2,42;1,75;0,37;30,07;0,0;30,07;26,56;6240000,0;545670,39;566800,03;-0,0;0,0;13,34;81,09
2338;2338;28,18;17999,33;0,24;3,22;1,45;1,77;0,39;31,26;0,0;31,26;26,73;6240000,0;549225,55;567224,87;-0,0;0,0;13,34;81,09
2339;2339;27,37;16121,14;0,4;5,3;0,53;4,77;0,37;30,11;0,0;30,11;26,84;6240000,0;551528,58;567649,71;-0,0;0,0;13,34;81,09
2340;2340;26,97;15495,07;0,47;6,3;0,08;6,22;0,36;28,91;0,0;28,91;26,89;6240000,0;552579,48;568074,56;0,0;0,0;13,34;81,09
2341;2341;28,18;15338,56;0,38;5,06;1,26;3,8;0,29;23,28;0,0;23,28;26,92;6240000,0;553160,84;568499,4;0,0;0,0;13,34;81,09
2342;2342;28,58;15182,04;0,19;2,55;1,63;0,92;0,22;18,11;0,0;18,11;26,95;6240000,0;553742,2;568924,24;-0,0;0,0;13,34;81,09
2343;2343;29,79;15025,52;0,19;2,55;2,55;0,0;0,13;10,29;0,26;10,04;26,98;6240000,0;554323,56;569349,08;0,0;0,0;13,34;81,09
2344;2344;30,99;16434,17;0,27;3,57;3,57;0,0;0,03;2,73;0,5;2,23;26,93;6240000,0;553339,76;569773,92;0,0;0,0;13,34;81,09
2345;2345;41,06;18781,91;0,49;6,56;6,56;0,0;0,0;0,0;0,0;0,0;34,5;6082621,99;708794,87;570198,77;-157378,01;0,0;13,34;81,09
2346;2346;43,47;21912,22;0,47;6,3;6,3;0,0;0,0;0,0;0,0;0,0;37,18;5867491,2;763842,18;570623,61;-215130,79;0,0;13,34;81,09
2347;2347;41,86;23164,35;0,36;4,82;4,82;0,0;0,0;0,0;0,0;0,0;37,04;5654332,0;761043,3;571048,45;-213159,2;0,0;13,34;81,09
2348;2348;38,24;22225,25;0,28;3,77;3,77;0,0;0,0;0,0;0,0;0,0;34,47;5495308,29;708271,75;571473,29;-159023,71;0,0;13,34;81,09
2349;2349;35,02;20347,06;0,25;3,39;3,39;0,0;0,0;0,0;0,0;0,0;31,63;5396988,91;649870,45;571898,14;-98319,38;0,0;13,34;81,09
2350;2350;30,59;17216,75;0,22;2,87;2,87;0,0;0,0;0,0;0,0;0,0;27,72;5382517,3;569577,83;572322,98;-14471,6;0,0;13,34;81,09
2351;2351;26,97;12521,27;0,1;1,36;1,36;0,0;0,0;0,0;0,0;0,0;25,61;5416549,59;526194,26;572747,82;34032,28;0,0;13,34;81,09
2352;2352;24,55;10956,11;0,23;3,04;3,04;0,0;0,0;0,0;0,0;0,0;21,51;5536812,05;441954,09;573172,66;120262,46;0,0;13,34;81,09
2353;2353;25,36;7825,79;0,18;2,4;2,4;0,0;0,0;0,0;0,0;0,0;22,95;5630936,03;471647,72;573597,5;94123,99;0,0;13,34;81,09
2354;2354;27,37;5947,6;0,06;0,86;0,86;0,0;0,0;0,0;0,0;0,0;26,51;5654316,32;544694,46;574022,35;23380,29;0,0;13,34;81,09
2355;2355;30,59;4695,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,59;5595488,18;628579,85;574447,19;-58828,13;0,0;13,34;81,09
2356;2356;34,22;5947,6;0,0;0,0;0,0;0,0;0,0;0,04;0,04;0,0;34,17;5462274,26;702138,35;574872,03;-133213,92;0,0;13,34;81,09
2357;2357;36,63;9077,92;0,0;0,0;0,0;0,0;0,05;4,4;4,4;0,0;32,23;5366237,59;662255,62;575296,87;-96036,67;0,0;13,34;81,09
2358;2358;37,84;17373,26;0,0;0,0;0,0;0,0;0,18;14,22;14,22;0,0;23,62;5439360,42;485225,63;575721,71;73122,82;0,0;13,34;81,09
2359;2359;39,45;21599,19;0,0;0,0;0,0;0,0;0,3;24,64;24,64;0,0;14,8;5689720,6;304187,18;576146,56;250360,18;0,0;13,34;81,09
2360;2360;38,24;22694,8;0,0;0,0;0,0;0,0;0,41;33,53;33,53;0,0;4,71;6146755,8;96841,39;576571,4;457035,2;0,0;13,34;81,09
2361;2361;37,84;21129,64;0,0;0,0;0,0;0,0;0,49;39,46;15,32;24,14;22,52;6240000,0;462622,4;576996,24;93244,2;0,0;13,34;81,09
2362;2362;37,84;17999,33;0,0;0,0;0,0;0,0;0,53;42,62;10,61;32,01;27,23;6240000,0;559421,76;577421,08;0,0;0,0;13,34;81,09
2363;2363;40,66;16121,14;0,0;0,0;0,0;0,0;0,52;42,41;13,32;29,09;27,34;6240000,0;561724,79;577845,92;0,0;0,0;13,34;81,09
2364;2364;39,45;15495,07;0,0;0,0;0,0;0,0;0,47;38,18;12,06;26,12;27,39;6240000,0;562775,69;578270,77;-0,0;0,0;13,34;81,09
2365;2365;36,63;15338,56;0,0;0,0;0,0;0,0;0,39;31,52;9,21;22,31;27,42;6240000,0;563357,05;578695,61;0,0;0,0;13,34;81,09
2366;2366;36,23;15182,04;0,05;0,62;0,62;0,0;0,28;22,47;8,16;14,31;27,45;6240000,0;563938,41;579120,45;0,0;0,0;13,34;81,09
2367;2367;36,23;15025,52;0,16;2,11;2,11;0,0;0,15;12,17;6,64;5,53;27,47;6240000,0;564519,77;579545,29;-0,0;0,0;13,34;81,09
2368;2368;39,85;16434,17;0,3;3,97;3,97;0,0;0,04;3,12;3,12;0,0;32,76;6130441,87;673094,1;579970,13;-109558,13;0,0;13,34;81,09
2369;2369;43,47;18781,91;0,49;6,56;6,56;0,0;0,0;0,0;0,0;0,0;36,91;5933638,03;758416,91;580394,98;-196803,84;0,0;13,34;81,09
2370;2370;47,9;21912,22;0,62;8,23;8,23;0,0;0,0;0,0;0,0;0,0;39,67;5677382,1;815163,53;580819,82;-256255,93;0,0;13,34;81,09
2371;2371;46,29;23164,35;0,6;7,94;7,94;0,0;0,0;0,0;0,0;0,0;38,35;5447538,84;787923,57;581244,66;-229843,26;0,0;13,34;81,09
2372;2372;42,67;22225,25;0,57;7,66;7,66;0,0;0,0;0,0;0,0;0,0;35,01;5287650,18;719332,91;581669,5;-159888,66;0,0;13,34;81,09
2373;2373;38,24;20347,06;0,41;5,53;5,53;0,0;0,0;0,0;0,0;0,0;32,71;5177367,19;672030,27;582094,35;-110282,99;0,0;13,34;81,09
2374;2374;34,62;17216,75;0,36;4,82;4,82;0,0;0,0;0,0;0,0;0,0;29,79;5130498,45;612171,18;582519,19;-46868,73;0,0;13,34;81,09
2375;2375;25,76;12521,27;0,27;3,57;3,57;0,0;0,0;0,0;0,0;0,0;22,2;5244841,02;456080,19;582944,03;114342,57;0,0;13,34;81,09
2376;2376;24,96;10956,11;0,3;3,97;3,97;0,0;0,0;0,0;0,0;0,0;20,98;5386117,84;431135,95;583368,87;141276,81;0,0;13,34;81,09
2377;2377;24,55;7825,79;0,23;3,04;3,04;0,0;0,0;0,0;0,0;0,0;21,51;5520131,66;441954,09;583793,71;134013,83;0,0;13,34;81,09
2378;2378;24,55;5947,6;0,1;1,36;1,36;0,0;0,0;0,0;0,0;0,0;23,19;5621832,79;476569,82;584218,56;101701,13;0,0;13,34;81,09
2379;2379;25,76;4695,48;0,03;0,46;0,46;0,0;0,0;0,0;0,0;0,0;25,3;5681949,12;519831,59;584643,4;60116,33;0,0;13,34;81,09
2380;2380;28,18;5947,6;0,0;0,0;0,0;0,0;0,0;0,04;0,04;0,0;28,13;5682992,51;578077,25;585068,24;1043,39;0,0;13,34;81,09
2381;2381;31,4;9077,92;0,0;0,0;0,0;0,0;0,05;3,67;3,67;0,0;27,72;5689755,01;569652,66;585493,08;6762,5;0,0;13,34;81,09
2382;2382;35,02;17373,26;0,0;0,0;0,0;0,0;0,17;13,41;13,41;0,0;21,61;5814293,85;444005,82;585917,92;124538,84;0,0;13,34;81,09
2383;2383;37,84;21599,19;0,0;0,0;0,0;0,0;0,3;24,0;24,0;0,0;13,83;6094772,26;284265,17;586342,77;280478,4;0,0;13,34;81,09
2384;2384;38,64;22694,8;0,0;0,0;0,0;0,0;0,4;32,72;18,26;14,46;20,38;6240000,0;418845,06;586767,61;145227,74;0,0;13,34;81,09
2385;2385;39,85;21129,64;0,0;0,0;0,0;0,0;0,47;37,93;12,3;25,63;27,55;6240000,0;566062,81;587192,45;0,0;0,0;13,34;81,09
